Ano;Nº CV SIAFI/ SICONV; Nº CV Interno;Tema;Instituição Convenente;Título do Projeto;UF;Região Geográfica;Cidade da Instituição Convenente;Bioma;Esfera Institucional;Data Assinatura;Data de Publicação no DOU;Data de Fim da Vigência; Recursos do FNMA (R$) ; Recursos de CP (R$) ; Valor Total do Projeto (R$) ;Tipo de Seleção do Projeto;Ação, Edital ou Termo de Referência de Origem do Projeto
2001;;CV032/01;Amazônia Sustentável;Associação dos Seringueiros do Pae Porto Dias;Manejo Florestal de Uso Múltiplo no Pae porto Dias, Uma Alternativa Rentável;AC;Norte ;;Amazônia;OSC;14/09/2001;17/09/2001;29/08/2002; 76.493,00 ; 45.116,00 ; 121.609,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV033/01;Amazônia Sustentável;Grupo de Pesquisa e Extensão em Sistemas Agroflorestais do Acre – Pesacre;Comunidade Indígena Apurinã;AC;Norte ;;Amazônia;OSC;14/09/2001;17/09/2001;30/04/2003; 72.192,00 ; 30.780,00 ; 102.972,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV034/01;Amazônia Sustentável;Central de Associações de Pequenos Produtores Rurais de Epitaciolândia e Brasiléia – Capeb;Gerenciamento e Capacitação em Cooperativismo/Associativismo Voltado para a Organização do Sistema de Produção e Comercialização dos Produtos Extrativistas;AC;Norte ;;Amazônia;OSC;15/10/2001;16/10/2001;30/10/2003; 51.814,00 ; 35.760,00 ; 87.574,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV035/01;Gestão de Áreas Protegidas;Prefeitura Municipal de Ponte Nova;Revitalização do Parque Municipal Passa Cinco;MG;Sudeste ;;Cerrado;Municipal;17/10/2001;22/10/2001;29/11/2003; 339.289,00 ; 114.736,00 ; 454.025,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
2001;;CV036/01;Educação Ambiental;Secretaria de Estado do Desenvolvimento Urbano e Meio Ambiente - Sdm;Agenda 21 Catarinense;SC;Sul ;;Mata Atlântica;Estadual;17/10/2001;22/10/2001;29/11/2002; 188.150,00 ; 48.000,00 ; 236.150,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV037/01;Uso Sustentável dos Recursos Pesqueiros;Fundação Ceciliano Abel de Almeida;"Bioecologia do Caranguejo ""Ucides Cordatus"" e Caracterização Sócio-Econômica e de Saúde dos Catadores de Caranguejo no Espírito Santo";ES;Sudeste ;;Mata Atlântica;OSC;19/10/2001;22/10/2001;30/10/2003; 235.344,18 ; 280.593,25 ; 515.937,43 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
2001;;CV038/01;Gestão de Áreas Protegidas;Prefeitura Municipal de Iporã;Implementação da Área de Proteção Ambiental Intermunicipal do Rio Xambrê;PR;Sul ;;Mata Atlântica;Municipal;19/10/2001;22/10/2001;29/11/2003; 304.800,00 ; 284.200,00 ; 589.000,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
2001;;CV039/01;Educação Ambiental;Viva Santa;Agenda 21 Local de Santa Teresa;RJ;Sudeste ;;Mata Atlântica;OSC;19/10/2001;22/10/2001;29/11/2002; 176.895,00 ; 43.250,00 ; 220.145,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV040/01;Amazônia Sustentável;Comissão Pastoral da Terra - Cpt;Implantação de Culturas Regionais E Manejo de Espécies Florestais (Castanha, Copaíba E Açai) na Comunidade São Bento - Rio Macauã - Sena Madureira/Ac;AC;Norte ;;Amazônia;OSC;25/10/2001;29/10/2001;29/11/2003; 78.778,00 ; 21.740,00 ; 100.518,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV041/01;Água e Floresta;Universidade Federal Rural do Rio de Janeiro;Rede Mata Atlântica de Sementes Florestais;RJ;Sudeste ;;Mata Atlântica;Federal;25/10/2001;29/10/2001;29/11/2003; 499.992,00 ; 570.828,00 ; 1.070.820,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV042/01;Água e Floresta;Universidade Federal de Mato Grosso do Sul;Rede de Sementes do Pantanal;MS;Centro Oeste;;Pantanal;Federal;25/10/2001;29/10/2001;29/11/2003; 493.897,00 ; 309.607,00 ; 803.504,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV043/01;Água e Floresta;Fundação para a Conservação e a  Produção Florestal do Estado de São Paulo;Rede de Sementes Florestais Rio - São Paulo;SP;Sudeste ;;Mata Atlântica;Estadual;25/10/2001;29/10/2001;29/11/2003; 499.950,00 ; 225.468,00 ; 725.418,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV044/01;Água e Floresta;Universidade Federal de Santa Catarina;Rede de Semente Sul;SC;Sul ;;Mata Atlântica;Federal;25/10/2001;29/10/2001;30/12/2003; 490.992,00 ; 230.080,00 ; 721.072,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV045/01;Amazônia Sustentável;Colônia dos Pescadores Z-16 de Cametá;Aprimoramento do Sistema Produtivo em Comunidades Extrativistas no Município de Cametá/Pa;PA;Norte ;;Amazônia;OSC;31/10/2001;05/11/2001;29/11/2003; 63.330,00 ; 18.807,00 ; 82.137,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV046/01;Amazônia Sustentável;Associação dos Mini e Pequenos Produtores Rurais de Portel;Apoio à Comunidade Extrativista do Baixo Camarapi;PA;Norte ;;Amazônia;OSC;31/10/2001;05/11/2001;30/10/2003; 76.549,00 ; 44.100,00 ; 120.649,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV047/01;Educação Ambiental;Fundação Terra Mirim - Centro de Luz;Projeto Águas Puras;BA;Nordeste  ;;Mata Atlântica;OSC;07/11/2001;08/11/2001;31/05/2003; 97.028,00 ; 33.620,00 ; 130.648,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV048/01;Amazônia Sustentável;Associação dos Moradores Extrativistas e Produtores Rurais da Reserva Extrativista do Lago Cuniã - Asmocun;"Diversificação da Produção Sócio-Econômica com o Aproveitamento do Açaí ""In Natura"" na Resex do Lago Cuniã";RO;Norte ;;Amazônia;OSC;07/11/2001;08/11/2001;29/11/2002; 79.756,00 ; 15.960,00 ; 95.716,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV049/01;Uso Sustentável dos Recursos Pesqueiros;Fundação Universidade Federal do Rio Grande;Restabelecimento da Capacidade Produtiva do Sistema Ambiental da Pesca no Extremo Sul do Brasil;RS;Sul ;;Marítimo;Federal;07/11/2001;08/11/2001;29/11/2003; 333.920,00 ; 364.864,00 ; 698.784,00 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
2001;;CV050/01;Gestão de Áreas Protegidas;Prefeitura Municipal de Camboriú;Parque Ecológico Educativo Ambiental da Bica;SC;Sul ;;Mata Atlântica;Municipal;07/11/2001;08/11/2001;29/11/2002; 45.000,00 ; 19.179,00 ; 64.179,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
2001;;CV051/01;Qualidade Ambiental;Fundação Centro Tecnológico de Minas Gerais - Cetec;Desenvolvimento de Tecnologia para Descontaminação de Áreas Degradadas Pela Atividade Garimpeira, com Recuperação de Mercúrio E Ouro.;MG;Sudeste ;;Cerrado;Estadual;14/11/2001;21/11/2001;29/11/2003; 210.000,00 ; 489.821,00 ; 699.821,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV052/01;Amazônia Sustentável;Sindicato dos Trabalhadores Rurais de Portel;Apoio à Comunidade Extrativista do Alto Camarapi;PA;Norte ;;Amazônia;OSC;19/11/2001;21/11/2001;29/11/2003; 76.864,00 ; 44.100,00 ; 120.964,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV053/01;Gestão Integrada de Resíduos Sólidos;Prefeitura Municipal de Limoeiro do Norte;Tratamento dos Resíduos Sólidos da Cidade de Limoeiro do Norte;CE;Nordeste  ;;Caatinga;Municipal;26/11/2001;29/11/2001;30/10/2003; 279.963,00 ; 365.835,00 ; 645.798,00 ;Demanda Espontânea (DE);Gestão Integrada de Resíduos Sólidos
2001;;CV054/01;Água e Floresta;Universidade Federal de Minas Gerais;Desenvolvimento de Tecnologias para Plantio Misto de Eucalipto e Espécies da Caatinga Arbórea, Inoculadas com Fungos Micorriízicos E/Ou Rizóbio.;MG;Sudeste ;;Caatinga;Federal;26/11/2001;29/11/2001;29/11/2003; 349.508,00 ; 348.143,00 ; 697.651,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV055/01;Água e Floresta;Universidade Federal de Mato Grosso;Rede de Sementes da Amazônia Meridional;MT;Centro Oeste;;Amazônia;Federal;26/11/2001;29/11/2001;30/12/2003; 481.170,65 ; 233.491,67 ; 714.662,32 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV056/01;Amazônia Sustentável;Associação da Colônia dos Pescadores Z-43 de Jacundá;Capacitação do Pescador no Manejo do Pescado;PA;Norte ;;Amazônia;OSC;11/12/2001;12/12/2001;29/01/2004; 72.083,00 ; 65.700,00 ; 137.783,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV057/01;Qualidade Ambiental;Instituto Mineiro de Gestão das Águas – Igam;Pesquisa da Contaminação por Arsênico;MG;Sudeste ;;Cerrado;Estadual;11/12/2001;12/12/2001;29/11/2003; 347.300,00 ; 350.000,00 ; 697.300,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV058/01;Gestão Integrada de Resíduos Sólidos;Prefeitura Municipal de Bonito;Bonito, Naturalmente Limpo;PE;Nordeste  ;;Mata Atlântica;Municipal;13/12/2001;14/12/2001;31/10/2003; 254.130,00 ; 33.718,00 ; 287.848,00 ;Demanda Espontânea (DE);Gestão Integrada de Resíduos Sólidos
2001;;CV059/01;Gestão de Áreas Protegidas;Fundação Centro Brasileiro de Proteção E Pesquisa das Tartarugas Marinhas -  Pró-Tamar;Programa Intensivo de Conservação de Áreas de Reprodução Terrestre e Marinha da Tartaruga Oliva;BA;Nordeste  ;;Marítimo;OSC;14/12/2001;18/12/2001;29/01/2004; 275.390,00 ; 78.779,00 ; 354.169,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV060/01;Gestão de Áreas Protegidas;Secretaria de Estado do Meio Ambiente do Estado de São Paulo;Planejamento para o  Parque Estadual de Porto Ferreira;SP;Sudeste ;;Mata Atlântica;Estadual;14/12/2001;17/12/2001;30/05/2003; 49.980,00 ; 80.913,00 ; 130.893,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
2001;;CV061/01;Qualidade Ambiental;Superintendência de Administração do Meio Ambiente – Sudema;Inventário de Resíduos Sólidos Industriais do Estado da Paraíba;PB;Nordeste  ;;Caatinga;Estadual;20/12/2001;27/12/2001;30/01/2004; 279.337,00 ; 85.920,00 ; 365.257,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV062/01;Qualidade Ambiental;Secretaria de Estado do Meio Ambiente do Estado do Amapá – Sema;Inventário de Resíduos Sólidos Industriais do Estado do Amapá;AP;Norte ;;Amazônia;Estadual;21/12/2001;26/12/2001;30/07/2003; 183.200,00 ; 146.467,00 ; 329.667,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV063/01;Qualidade Ambiental;Fundação Centro Brasileiro de Proteção e Pesquisa das Tartarugas Marinhas -  Pró-Tamar;Elaboração do Plano de Desenvolvimento Sustentável para as Comunidades do Entorno da Reserva Biológica de comboios em Vitória/Espírito Santo;BA;Nordeste  ;;Mata Atlântica;OSC;21/12/2001;26/12/2001;30/12/2002; 80.000,00 ; 30.892,00 ; 110.892,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV064/01;Qualidade Ambiental;Instituto de Meio Ambiente do Pantanal – Imap;Inventário de Resíduos Sólidos Industriais de Mato Grosso do Sul;MS;Centro Oeste;;Mata Atlântica;Estadual;21/12/2001;26/12/2001;29/01/2004; 251.546,00 ; 133.468,00 ; 385.014,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV065/01;Qualidade Ambiental;Instituto de Desenvolvimento Econômico e Meio Ambiente do Rio Grande do Norte – Idema;Inventário dos Resíduos Sólidos Industriais no Estado do Rio Grande do Norte;RN;Nordeste  ;;Caatinga;Estadual;21/12/2001;26/12/2001;30/10/2003; 88.838,00 ; 30.093,00 ; 118.931,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV066/01;Educação Ambiental;Centro de Trabalho Indigenista - Cti;Plano de Gestão Ambiental em Áreas Guarani;SP;Sudeste ;;Mata Atlântica;OSC;21/12/2001;26/12/2001;30/07/2002; 78.310,00 ; 30.000,00 ; 108.310,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV067/01;Educação Ambiental;Universidade Estadual de Feira de Santana;Gestão Etno-Ambiental Pankararé;BA;Nordeste  ;;Mata Atlântica;Estadual;21/12/2001;26/12/2001;30/09/2002; 68.323,00 ; 68.905,00 ; 137.228,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV068/01;Educação Ambiental;Associação Riograndense de Empreendimentos de Assistência Técnica e Extensão Rural – Emater/RS;Plano de Gestão Ambiental em Votouro/RS;RS;Sul ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;30/07/2002; 64.218,00 ; 94.180,00 ; 158.398,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV069/01;Educação Ambiental;Secretaria do Trabalho, Cidadania e Assistência Social ;Desenvolvimento Etno-Sustentável dos Povos Kaiaguangues e Guaranis do Sul do Brasil-Terra Indígena de Cacique Doble - Município Cacique Doble;RS;Sul ;;Mata Atlântica;Estadual;27/12/2001;28/12/2001;29/09/2002; 61.300,00 ; 87.900,00 ; 149.200,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV070/01;Educação Ambiental;Secretaria do Trabalho, Cidadania e Assistência Social ;Desenvolvimento Etno-Sustentável dos Povos Kainguangues do Sul do Brasil-Projeto para a Terra Indígena de Ligeiro-Município de Charrua/RS;RS;Sul ;;Mata Atlântica;Estadual;27/12/2001;28/12/2001;29/09/2002; 61.300,00 ; 87.900,00 ; 149.200,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV071/01;Amazônia Sustentável;Federação das Organizações Indígenas do Rio Negro – Foirn;Diagnóstico Etno-Ambiental do Alto Rio Negro;AM;Norte ;;Amazônia;OSC;27/12/2001;28/12/2001;31/08/2002; 79.989,00 ; 10.250,00 ; 90.239,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV072/01;Educação Ambiental;Centro de Trabalho Indigenista - Cti;Plano de Gestão Ambiental-Terra Waiãpi;SP;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;30/07/2002; 69.358,00 ; 36.100,00 ; 105.458,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV073/01;Qualidade Ambiental;Grupo Ambiental da Bahia - Gamba;Chapada Diamantina: Elaboração do Plano de Desenvolvimento Participativo e Sustentável para o Entorno do Parque Nacional;BA;Nordeste  ;;Caatinga;OSC;27/12/2001;28/12/2001;31/08/2002; 80.000,00 ; 64.192,00 ; 144.192,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV074/01;Uso Sustentável dos Recursos Pesqueiros;Pangea – Centro de Estudos Socioambientais;Ações Integradas para Conservação, Recuperação e Preservação Ambiental do Manguezal de Canavieiras;BA;Nordeste  ;;Marítimo;OSC;27/12/2001;28/12/2001;29/01/2004; 322.612,00 ; 43.670,00 ; 366.282,00 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
2001;;CV075/01;Qualidade Ambiental;Universidade Estadual de Feira de Santana;Conservação e Manejo de Espécies de Eriocaulaceae, Orchidaceae e Cactaceae da Chapada Diamantina Ameaçadas de Extinção ;BA;Nordeste  ;;Caatinga;Estadual;27/12/2001;28/12/2001;29/01/2004; 299.376,00 ; 329.776,00 ; 629.152,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV076/01;Qualidade Ambiental;Escola Técnica Rural da Mantiqueira;Mauá Sustentável;RJ;Sudeste ;;Mata Atlântica;OSC;21/12/2001;28/12/2001;31/08/2002; 76.894,00 ; 46.750,00 ; 123.644,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV077/01;Qualidade Ambiental;Museu Paraense Emílio Goeldi;Museu Paraense Emílio Goeldi;PA;Norte ;;Amazônia;Federal;21/12/2001;28/12/2001;30/07/2002; 64.157,00 ; 58.579,00 ; 122.736,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV078/01;Amazônia Sustentável;Coordenação das Organizações Indígenas da Amazônia Brasileira – Coiab;Projeto Ambiental da T. I. Trincheira;AM;Norte ;;Amazônia;OSC;27/12/2001;28/12/2001;30/07/2002; 78.050,00 ; 12.150,00 ; 90.200,00 ;Demanda Espontânea (DE);Amazônia Sustentável
2001;;CV079/01;Qualidade Ambiental;Secretaria do Meio Ambiente e Recursos Hídricos do Paraná;Elaboração de Plano de Desenvolvimento Sustentável para O Entorno do Parque Estadual do Guartelá;PR;Sul ;;Mata Atlântica;Estadual;27/12/2001;28/12/2001;31/08/2002; 72.249,00 ; 35.180,00 ; 107.429,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV080/01;Gestão de Áreas Protegidas;Instituto de Pesquisas da Mata Atlântica – Ipema;Ecologia de Peixes Exóticos no Médio Rio Doce;ES;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;29/01/2004; 114.514,00 ; 59.745,00 ; 174.259,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV081/01;Qualidade Ambiental;Associação dos Amigos do Parque Nacional da Restinga de Jurubatiba – Apaj;Plano de Sustentabilidade do Entorno do Parna Jurubatiba;RJ;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;31/08/2002; 79.122,00 ; 91.729,00 ; 170.851,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV082/01;Qualidade Ambiental;Centro de Estudos Ecológicos Gaia Ambiental;Estudo para o Uso Racional dos Recursos Pesqueiros no Entorno da Esec dos Tupiniquins;SP;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;31/08/2002; 79.664,00 ; 30.578,00 ; 110.242,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV083/01;Gestão de Áreas Protegidas;Associação Mico-Leão-dourado;Plano de Manejo de Metapopulação para o Mico-Leão-dourado (Leontopithecus Rosalia);RJ;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;29/01/2004; 244.037,00 ; 542.552,00 ; 786.589,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV084/01;Qualidade Ambiental;Associação de Amigos Pró-Conservação da Estação Ecológica de Carijós-Amigos de Carijós;Sustentabilidade do Entorno da Esec Carijós;SC;Sul ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;29/09/2002; 79.778,00 ; 73.220,00 ; 152.998,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV085/01;Gestão de Áreas Protegidas;Fundação Ecológica de Mineiros;Projeto Controle de Gramíneas Invasoras no Parque Nacional das Emas;GO;Centro Oeste;;Cerrado;OSC;27/12/2001;28/12/2001;29/01/2004; 171.660,00 ; 155.589,00 ; 327.249,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV086/01;Gestão de Áreas Protegidas;Fundação de Apoio Institucional Muraki;Conservação e Manejo de Espécies Florestais Ameaçadas de Extinção: Pau-Rosa e Aquariquara;AM;Norte ;;Amazônia;OSC;27/12/2001;28/12/2001;29/01/2004; 280.116,00 ; 216.000,00 ; 496.116,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV087/01;Educação Ambiental;Associação de Apoio à Produção e ao Pequeno Empreendimento – Produtec;Diagnóstico Etno-Ambiental e Plano de Gestão Ambiental da Terra Indígena Potiguara;RN;Nordeste  ;;Mata Atlântica;OSC;27/12/2001;27/12/2001;30/07/2002; 80.000,00 ; 25.350,00 ; 105.350,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV088/01;Educação Ambiental;Centro de Trabalho Indigenista - Cti;Convênio Publicado em Duplicidade E Anulado Conforme AvISO de Anulação Publicado no D.O.U. de 18/01/02.;SP;Sudeste ;;Mata Atlântica;OSC;;;; 28.146,56 ; 12.870,90 ; 41.017,46 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV089/01;Água e Floresta;Associação Ecoar Florestal;"""Verde Avecuia"" - Projeto de Recomposição Matas Ciliares da Microbacia do Ribeirão Avecuia-porto Feliz/Sp";SP;Sudeste ;;Mata Atlântica;OSC;27/12/2001;28/12/2001;29/01/2004; 180.312,00 ; 34.981,00 ; 215.293,00 ;Demanda Espontânea (DE);Extensão Florestal
2001;;CV090/01;Educação Ambiental;Prefeitura Municipal de Camaragibe;Agenda 21 Local Região de Aldeia;PE;Nordeste  ;;Mata Atlântica;Municipal;27/12/2001;28/12/2001;30/12/2003; 191.240,00 ; 20.100,00 ; 211.340,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV091/01;Educação Ambiental;Conselho Pastoral dos Pescadores - Cpp;Educação Ambiental: Construção da Agenda comunitária em Uma Comunidade Pesqueira do Nordeste Paraense;PA;Norte ;;Amazônia;OSC;27/12/2001;28/12/2001;29/01/2004; 197.346,00 ; 36.820,00 ; 234.166,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV092/01;Educação Ambiental;Prefeitura Municipal de Cabo de Santo Agostinho;Agenda 21 Local: Cabo de Santo Agostinho;PE;Nordeste  ;;Mata Atlântica;Municipal;27/12/2001;28/12/2001;31/12/2003; 52.285,00 ; 39.600,00 ; 91.885,00 ;Demanda Espontânea (DE);Educação Ambiental
2001;;CV093/01;Qualidade Ambiental;Associação de Recuperação Florestal do Médio Paranapanema Flora Vale;Plano de Desenvolvimento Sustentável para O Entorno da Estação Ecológica de Assis;SP;Sudeste ;;Mata Atlântica;OSC;28/12/2001;28/12/2001;31/08/2002; 79.182,00 ; 36.910,00 ; 116.092,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV094/01;Gestão de Áreas Protegidas;Grupo de Estudos Mamíferos Aquáticos do Rio Grande do Sul – Gemars;"""Conservação E Biologia de Pontoporia Blainvillei """;RS;Sul ;;Marítimo;OSC;27/12/2001;28/12/2001;29/01/2004; 285.509,00 ; 81.500,00 ; 367.009,00 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
2001;;CV095/01;Qualidade Ambiental;Associação para a Conservação dos Carnívoros Neotropicais – Pró-Carnívoros;Manejo e Conservação de Predadores no Entorno do Parque Nacional das Emas;GO;Centro Oeste;;Cerrado;OSC;27/12/2001;02/01/2002;29/01/2004; 295.713,00 ; 342.768,00 ; 638.481,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV096/01;Qualidade Ambiental;Fundação da Universidade Federal do Paraná para o Desenvolvimento da Ciência da Tecnologia e da Cultura-Funpar;Diagnóstico para O Desenvolvimento Sustentável - Ilhas das Baías de Guaraqueçaba E Laranjeiras;PR;Sul ;;Marítimo;OSC;28/12/2001;28/12/2001;31/08/2002; 80.000,00 ; 52.460,00 ; 132.460,00 ;Demanda Espontânea (DE);Qualidade Ambiental
2001;;CV097/01;Educação Ambiental;Empresa de Assistência Técnica e Extensão Rural – Emater-Rio;Diagnóstico de Gestão Ambiental Guarani;RJ;Sudeste ;;Mata Atlântica;Estadual;27/12/2001;28/12/2001;30/07/2002; 78.554,00 ; 8.916,00 ; 87.470,00 ;Demanda Espontânea (DE);Educação Ambiental e Divulgação
2001;;TP001/01;Qualidade Ambiental;Associação de Apoio às Comunidades do Campo do Rio Grande do Norte;Apoio às Iniciativas Locais Sustentadas;RN;Nordeste  ;;Caatinga;Privada;26/11/2001;29/11/2001;29/11/2003; 378.553,00 ; 86.832,00 ; 465.385,00 ;Demanda Induzida (DI);
2002;;CR013870529/02;CANCELADO;Prefeitura Municipal de Aracruz;Implantação de Usina de Reciclagem e Compostagem;ES;Sudeste ;Aracruz;Mata Atlântica;Municipal;05/07/2002;;31/12/2003; 236.836,00 ; 60.844,00 ; 297.680,00 ;Demanda Induzida (DI);Edital FNMA Nº 05/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Salto;Projeto Lixo Separado – Cidade Limpa – Salto / Apoio aos Sistemas de Administração, Soc e Oper/ Implantação de Coleta Seletiva / Melhoramento Ampliação do Aterro;SP;Sudeste;Salto;Mata Atlântica;Municipal;06/12/2002;06/12/2002;07/06/2004; 500.000,00 ; 261.230,16 ; 761.230,16 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Lagoa Vermelha;Fomento a Projetos de Gestão Integrada de Resíduos Sólidos;RS;Sul;Lagoa Vermelha;Mata Atlântica;Municipal;05/07/2002;05/07/2002;30/03/2005; 410.889,00 ; 230.127,05 ; 641.016,05 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Urussanga;Gestão integrada e Participativa dos Resíduos Sólidos do Consórcio Intermunicipal da Região Sul Catarinense - CIRSURES  ;SC;Sul;Urussanga;Mata Atlântica;Municipal;28/11/2002;28/11/2002;31/12/2004; 448.941,00 ; 208.245,00 ; 657.186,00 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Toritama;Implantação do Aterro Sanitário, Projeto de Recuperação do Lixão;PE;Nordeste;Toritama;Caatinga;Municipal;17/12/2002;17/12/2002;01/08/2004; 399.668,00 ; 49.578,00 ; 449.246,00 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;CANCELADO;Prefeitura Municipal de Morrinhos;Aterro Sanitário;GO;Centro Oeste;Morrinhos;Cerrado;Municipal;23/12/2002;23/12/2002;31/12/2004; 347.806,00 ; 318.997,00 ; 666.803,00 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Lagoa da Prata;Implantação do Aterro Sanitário e Plano Social;MG;Sudeste;Lagoa da Prata;Cerrado;Municipal;20/12/2002;20/12/2002;30/06/2004; 450.000,00 ; 200.711,00 ; 650.711,00 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
2002;;CR/Caixa;Qualidade Ambiental;Prefeitura Municipal de Juína;Projeto de Gestão Integrada de Resíduos Sólidos;MT;Centro Oeste;Juína;Amazônia ;Municipal;05/07/2002;05/07/2002;05/03/2004; 449.262,00 ; 90.000,00 ; 539.262,00 ;Demanda Induzida (DI);Edital FNMA 12/2001 Fomento a Projetos de Gestão Integrada de Resíduos Sólidos Urbanos
